Data,Temp_OBS,UR_OBS,Prec_OBS,Temp_ETA,UR_ETA,Prec_ETA,Temp_BRAMS,UR_BRAMS,Prec_BRAMS,Temp_WRF,UR_WRF,Prec_WRF
2023-12-28,25.975,49.2125,0,24.42,73.39,9.6,21.51,66.9,0,21.19,59.34,0
2023-12-29,29.20833333,48.17916667,0,21.35,70.72,0,24.16,66.38,0,23.96,58.07,0
2023-12-30,24.77916667,59.2125,0.2,27.35,64.74,5.3,27.57,61.74,5,25.35,73.35,21.4
2023-12-31,24.0625,57.8875,0,24.88,71.52,24.1,23.47,85.75,7.7,22.92,82.58,9.4
2024-01-01,NA,NA,NA,20.72,67.95,0,22.82,80.05,6.2,23.38,78.12,9.8
2024-01-02,NA,NA,NA,27.75,60.55,37.6,22.88,61.23,0,22.08,68.27,0
2024-01-03,NA,NA,NA,21.09,71.63,0.7,23.12,57.23,0,20.4,66.65,1.1
2024-01-04,NA,NA,NA,22.93,65.62,0,22.74,70.4,1,24.56,69.35,4.7
2024-01-05,NA,NA,NA,21.88,63.86,0.4,23.57,74.51,2.5,21.59,73.23,8.3
2024-01-06,NA,NA,NA,23.31,63.68,0,21.53,85.68,0,22.81,70.43,0.9
2024-01-07,NA,NA,NA,26.3,47.68,0,NA,NA,NA,NA,NA,NA
2024-01-08,NA,NA,NA,27.68,57.32,0,NA,NA,NA,NA,NA,NA
2024-01-09,NA,NA,NA,28.71,51.19,0.9,NA,NA,NA,NA,NA,NA
2024-01-10,NA,NA,NA,27.85,56.39,0,NA,NA,NA,NA,NA,NA
2024-01-11,NA,NA,NA,28.8,41.4,0,NA,NA,NA,NA,NA,NA
